kod_pemaju,found,nama_pemaju,emel,telefon,alamat_perniagaan,alamat_daftar,status_pemaju,bilangan_projek,probe_code,projek_nama,negeri,daerah,status_projek
30953,yes,ASAS SAKSAMA SDN. BHD.,legal.jb@ander.com.my,073823868,"No.85, Jalan Harmonium 35/1, Taman Desa Tebrau, 81100, Johor","No 21-01, Jalan Titiwangsa 3/2, Taman Tampoi Indah, 81200, Johor",Aktif,2,30953-1,The Fringe @ Seri Alam,Johor,Johor Bahru,
30954,yes,ANCUBIC VALLEY SDN. BHD.,creditcontrol@ancubic.com,0322411017,"G-01, Residensi Rimba Pantai Dalam, No. 6, Jalan Pantai Sentral 3, Pantai Dalam, 59200, Kuala Lumpur, Wp Kuala Lumpur","Third Floor, No. 77, 79 & 81, Jalan Ss 21/60, Damansara Utama, 47400, Petaling , Selangor",Aktif,1,30954-1,Harmoni 8,Selangor,-,
30955,yes,HARTACOM PROPERTY SDN. BHD.,salesadmin@amberhomes.com.my,0391715133,"02-07, Kompleks Permaisuri Q, No.6 Jalan Sri Permaisuri, Bandar Sri Permaisuri, Cheras, 56000, Wp Kuala Lumpur","Unit 310, 3rd Floor, Lobby 2, Block A, Damansara Intan, No. 1, Jalan Ss20/27, 47400, Selangor",Aktif,1,30955-1,Pusat Komersial Aurum,Wp Kuala Lumpur,Kuala Lumpur,
30956,yes,PEMBANGUNAN NUSA CINTA SDN. BHD.,pnusacinta@gmail.com,01161812141,"B2-1-16 Lorong Pauh Jaya 1/3, Taman Pauh Jaya , 13500, Seberang Perai Tengah, Pulau Pinang","105-07-08 Jalan Gurdwara, Hexagon Tech Park, 10300, Daerah Timor Laut, Pulau Pinang",Aktif,2,30956-1,Taman Keladi Indah,Pulau Pinang,Seberang Perai Utara,
30957,yes,TENTU MESRA SDN. BHD.,tentumesrasb@gmail.com,0125585765,"C14, Tingkat 1, Lorong 8, Taman Sejati Indah, 08000, Kuala Muda, Kedah","570, Lorong 12, Taman Bandar Baru, 08000, Kuala Muda, Kedah",Aktif,1,30957-1,Taman Sentosa,Kedah,Baling,
30958,no,,,,,,,,,,,,
30959,no,,,,,,,,,,,,
30960,yes,WAWASAN PROPERTY  SDN. BHD.,project.lot901@gmail.com,064841575,"D-1, 38c, Jalan Desa 1/3,, Desa Aman Puri,, 52100, Wp Kuala Lumpur","No. 57-1, Jalan Ku 12,, Taman Krubong Utama, 75250, Melaka",Aktif,1,30960-1,Taman Wawasan 3,Negeri Sembilan,Kuala Pilah,
30961,yes,ABM BERKAT SDN. BHD.,choostaff@gmail.com,0199392109,"Lot 343, Tingkat 1, Seksyen 27, Jalan Tok Guru, 15400, Kelantan","Lot 345, Aras 2, Seksyen 27, Jalan Pengkalan Chepa, 15400, Kelantan",Aktif,1,30961-1,Residensi Senja,Kelantan,-,
30962,yes,TOTAL MAJORITY SDN. BHD.,creditadmin@gmail.com,0376801018,"Ra-g-23a, Eve Suite @ Ara Damansara , No 1a, Jalan Pju 1a/41, 47301, Selangor","170-09-01, Livingston Tower,, Jalan Argyll, 10050, Pulau Pinang",Aktif,2,30962-1,Alam Impian,Selangor,-,
30963,yes,HLK REALTY SDN. BHD.,hlkrealtysb@gmail.com,0377342929,"A-6-01, Blok A, Ara Damansara Oasis Square, Jalan Pju 1a/7a, 47301, Selangor","44-1a, Jalan Bandar 2, Pusat Bandar Puchong, 47100, Selangor",Aktif,1,30963-1,Taman Singa Baru 2,Perak,-,
30964,yes,TAHAP MENTARI DEVELOPMENT SDN. BHD.,onehome797@gmail.com,0333584989,"No. 30-1, Jalan Astaka 5/ku2, Bandar Bukit Raja, 41050, Klang, Selangor","No. 17-1, Jalan Makyong 5a/ku5, Bandar Bukit Raja, 41050, Klang, Selangor",Aktif,1,30964-1,Taman Dato Harun 5,Selangor,Klang,
30965,yes,CPI ASSET SDN. BHD.,kellie.keoh@cpiland.com,0322021688,"B01-a-08, Level 8, Menara 2, No. 3 Jalan Bangsar, Kl Eco City, 59200, Wp Kuala Lumpur","2-37, Pv 128, 128 , Jalan Genting Klang, 53300, Wp Kuala Lumpur",Aktif,1,30965-1,Permata Gemma,Selangor,Gombak,
30966,yes,FAR EAST NUSAJAYA SDN. BHD.,corporate@linbaq.com,6075853344,"Block B, Educity Complex 2, Persiaran Canselor 1, Kota Ilmu Educity, 79200, Johor","No. 10a, 1st Floor,, Jalan Ss2/67,, 47300, Petaling , Selangor",Aktif,2,30966-1,Residensi Sari Hijau I,Johor,-,
30967,yes,GROUNDCON SDN. BHD.,zktham@newfields.com.my,0320312888,"Suite 6.01 Penthouse, Wisma Academy, 4-a, Jalan 19/1, 46300, Selangor","No:308 Block A (3rd Floor), Kelana Business Centre, 97 Jalan Ss7/2, Kelana Jaya, 47301, Selangor",Aktif,1,30967-1,Zeya Residences,Selangor,Hulu Langat,
30968,yes,CITRA BINA SDN. BHD.,thndevelopmentsb@gmail.com,0333249186,"B-07-02, Residensi Estetika,, Jalan Dagang Sb,, The Mines Resort City,, 43300, Petaling , Selangor","02-00-2d, Kuchai Brempark,, Jalan Selesa 2, Taman Gembira,, 58200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,30968-1,Taman Bayu Harmoni,Selangor,-,
30969,yes,ASTAKA KIMLUN SDN. BHD.,salesadmin@astaka.com.my,072315457,"No 22 Jalan Padi Emas 1/4, Uda Business Centre, 81200, Johor","No 22 Jalan Padi Emas 1/4, Uda Business Centre, 81200, Johor",Aktif,1,30969-1,Residensi Arden,Johor,Johor Bahru,
30970,yes,GEMILANG MUHIBAH SDN. BHD.,tpmlks79@gmail.com,0341072400,"C-07-13a, Plaza Bukit Jalil,, No. 1, Persiaran Jalil 1,, Bandar Bukit Jalil,, 57000, Wp Kuala Lumpur","18-2b, Jalan Pandan 2/1,, Pandan Jaya,, 55100, Wp Kuala Lumpur",Aktif,1,30970-1,Taman Belian,Negeri Sembilan,-,
30971,no,,,,,,,,,,,,
30972,no,,,,,,,,,,,,
30973,no,,,,,,,,,,,,
30974,yes,WAYMONT DEVELOPMENT SDN. BHD.,waymontsb@gmail.com,092962867,"Block B-2-17, Damen Usj 1, Persiaran Kewajipan, Usj1,, 47600, Petaling , Selangor","A-2-15 Street Mall, One South Jalan Os, Taman Serdang Perdana Seksyen 6, 43300, Petaling , Selangor",Aktif,1,30974-1,Perumahan Makmur Suria Jaya,Pahang,-,
30975,yes,MENTAKAB JAYA SDN. BHD.,mentakabjaya@gmail.com,092770436,"No. 1, Jalan Dagang 1/4, Taman Perindustrian Temerloh, 28400, Pahang","No 19 Tingkat 1, Jalan Teratai,, Pekeliling Mentakab,, 28400, Pahang",Aktif,1,30975-1,Taman Pulai Murni,Pahang,-,
30976,yes,SKYAMAN DEVELOPMENT SDN. BHD.,skyworldsandm@gmail.com,60342709968,"Level 8, Block B, Wisma Ntp World, Excella Business Park, Jalan Ampang Putra, 55100, Kuala Lumpur, Wp Kuala Lumpur","Unit 30-01, Level 30, Tower A,, Vertical Business Suite, Avenue 3,, Bangsar South, No. 8, Jalan Kerinchi,, 59200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,30976-1,Residensi Skyaman 1,Wp Kuala Lumpur,Kuala Lumpur,
30977,no,,,,,,,,,,,,
30978,no,,,,,,,,,,,,
30979,no,,,,,,,,,,,,
30980,yes,PACIFIC GEOLAND SDN. BHD.,kellylaw@landpacific.com,0362117072,"C-01-02, Plaza Damas 3, No. 63, Jalan Sri Hartamas 1, Sri Hartamas, 50480, Wp Kuala Lumpur","Block H-2-11, Plaza Damas,, 60, Jalan Sri Hartamas 1,, Sri Hartamas,, 50480, Wp Kuala Lumpur",Aktif,1,30980-1,Astoria Ceylon Hill,Wp Kuala Lumpur,Kuala Lumpur,
30981,yes,TIARA CEMERLANG SDN. BHD.,norjahizan@gmail.com,073305972,"Unit 6.08, Level 6, Plaza Dnp, No. 59, Jalan Dato' Abdullah Tahir, 80300, Johor","Suite 5.11 & 5.12, 5th Floor, Menara Tjb,, No. 9, Jalan Syed Mohd. Mufti,, 80888, Johor Bahru, Johor",Aktif,3,30981-1,Residensi Tiara Cemerlang 1,Johor,Johor Bahru,
30982,no,,,,,,,,,,,,
30983,yes,SEIRING HARUM SDN. BHD.,seiringharumsb@gmail.com,0350332655,"No. 12a-1, Jalan Eco Ardence B U12/36b, Eco Ardence, Seksyen U12, 40170, Selangor","A-2-6, Glomac Damansara, No. 699, Jalan Damansara, 60000, Wp Kuala Lumpur",Aktif,1,30983-1,Taman Desa Bukit Delima,Selangor,Klang,
30984,no,,,,,,,,,,,,
30985,yes,JELITA BINA SDN. BHD.,ihsanceria5222@gmail.com,043580522,"No. 2, 2nd Floor, Persiaran Maklom,, Pusat Perniagaan Maklom,, 13800, Seberang Perai Utara, Pulau Pinang","88-01-12, Lintang Sungai Pinang,, Sri Wonder Kompleks,, 10150, Daerah Timor Laut, Pulau Pinang",Aktif,2,30985-1,Taman Pelangi Indah,Perak,Kerian,
30986,no,,,,,,,,,,,,
30987,yes,RUINENG INTERNATIONAL (M) SDN. BHD.,admin@rewardsupremedev.com,0333249186,"No 8,, Jalan Aman Sinaria 9,, Bandar Tropicana Aman,, 42500, Selangor","No. 41-3, Jalan Metro Perdana 7,, Taman Usahawan Kepong,, Kepong Utara,, 52100, Wp Kuala Lumpur",Aktif,1,30987-1,Taman Bukit Awana,Negeri Sembilan,Kuala Pilah,
30988,yes,TWSK DEVELOPMENT SDN. BHD. ,twskdev@gmail.com,0165502555,"No. 37, Medan Stesen 19, Pasir Puteh , 31650, Perak","12a (1st Floor),, Jalan Dass,, 30300, Perak",Aktif,1,30988-1,Taman Bidor Putera,Perak,-,
30989,yes,BREW VANTAGE SDN. BHD.,tajinhua@majesticgen.com.my,0320949939,"No.99, Jalan Pudu Lama, 50200, Wp Kuala Lumpur","No.99, Jalan Pudu Lama, 50200, Wp Kuala Lumpur",Aktif,1,30989-1,Taman Sungai Dua Utama,Pulau Pinang,Seberang Perai Utara,
30990,yes,MAJESTIC GEN (SOUTHERN) SDN. BHD.,shasharazali@majesticgen.com.my,0320949939,"Unit No. 3a-05-01, Level 5, Corporate Tower 3a, Pavilion Damansara Heights, No. 3, Jalan Damanlela, 50490, Wp Kuala Lumpur","No 99, Jalan Pudu Lama, 50200, Wp Kuala Lumpur",Aktif,1,30990-1,Taman Yu,Negeri Sembilan,Seremban,
30991,no,,,,,,,,,,,,
30992,yes,SA JADE DEVELOPMENT SDN. BHD.,chiangjk@xinsynergy.com.my,046046899,"556h, Century Garden, Jalan Sultan Azlan Shah, Kampung Batu Uban, 11700, Daerah Barat Daya, Pulau Pinang","Third Floor, No. 77, 79 & 81, Jalan Ss21/60, Damansara Utama, 47400, Petaling , Selangor",Aktif,2,30992-1,Taman Perdana Putera,Pulau Pinang,Seberang Perai Selatan,
30993,yes,GREEN ACE HERITAGE SDN. BHD.,airmasv@gmail.com,043806012,"33, Jalan Jelawat, Seberang Jaya, 13700, Pulau Pinang","45 Jalan Perak, 10150, Pulau Pinang",Aktif,1,30993-1,Taman Prima Emas,Pulau Pinang,Seberang Perai Tengah,
30994,yes,SIXTEEN RESIDENCES SDN. BHD.,sixteenresidences@gmail.com,0386008633,"No. 27-2, Jalan Usj 10/1f, 47620, Selangor","No. 9-7 (level 7), Jalan Usj 9/5q, Subang Business Centre, 47610, Selangor",Aktif,1,30994-1,Residensi Subang 16,Selangor,-,
30995,yes,PAUTAN WARISAN SDN. BHD.,sa@snfcapital.com.my,055486663,"Lot 1307, Level 13, Tower 2, Faber Towers, Jalan Desa Bahagia, Taman Desa, 58100, Kuala Lumpur, Wp Kuala Lumpur","Unit 1203, Level 12, Uptown 1, No. 1 Jalan Ss21/58, , Damansara Uptown, 47400, Petaling , Selangor",Aktif,1,30995-1,Taman Ampang,Perak,Kinta,
30996,yes,NIKMAT PROSPEK SDN. BHD.,nikmatprospek@gmail.com,063373800,"15a, Jalan Malim Permai 2/3, Taman Malim Permai, 75250, Melaka","123b Jalan 25, Taman Melaka Raya, 75000, Melaka",Aktif,1,30996-1,Taman Sungai Rambai Setia,Melaka,-,
30997,yes,3PEAK CONSTRUCTION SDN BHD,trepeak718@gmail.com,055463550,"No. 174, Jalan Sultan Azlan Shah Utara, Taman Anda, 31400, Perak","No. 34, Fourth Floor,, Jalan Raja Permaisuri Bainun,, 30250, Perak",Aktif,1,30997-1,Taman Anda,Perak,-,
30998,yes,MUZDALFA HOLDINGS SDN. BHD.,mfahan99@gmail.com,0389257036,"No. 1-31, 1st Floor, Plaza Gm, Lorong Haji Taib 5, Chow Kit, 50350, Wp Kuala Lumpur","Level 15-2,, Bangunan Faber Imperial Court,, Jalan Sultan Ismail,, 50250, Wp Kuala Lumpur",Aktif,1,30998-1,Taman Salak Megah,Selangor,Sepang,
30999,no,,,,,,,,,,,,
31000,no,,,,,,,,,,,,
31001,yes,TM JAYA RESOURCES SDN. BHD.,activeoverland@gmail.com,062869859,"No. G-3 Jalan Pm 4, Plaza Mahkota , 75000, Melaka","No.10 (mez. Floor), Jalan Kota Laksamana 2/15, Taman Kota Laksamana, Seksyen 2, 75200, Melaka",Aktif,1,31001-1,Taman Cheng Setia,Melaka,Melaka Tengah,
31002,no,,,,,,,,,,,,
31003,no,,,,,,,,,,,,
31004,yes,CHERAS TRADERS SQUARE SDN. BHD.,sales@scpgroup.com.my,0376651228,"No. 101, Block D, Phileo Damansara 1, Jalan 16/11, 46350, Selangor","Unit 3a-12, Level 3a, Tower A,, Vertical Business Suite, Avenue 3, Bangsar South, No. 8 Jalan Kerinchi, 59200, Wp Kuala Lumpur",Aktif,1,31004-1,Residensi Damaisari,Selangor,Petaling ,
31005,yes,SINARAN99 SDN. BHD.,admin.info@sunavenuegroup.com,0364117298,"Block B, B-2-01, Plaza Arcadia, Jalan Intisari Perdana, Desa Parkcity, 52200, Wp Kuala Lumpur","No. 27-2, Plaza Sinar,, Jalan 6/38d, Taman Sri Sinar,, Segambut,, 51200, Wp Kuala Lumpur",Aktif,1,31005-1,Taman Tok Muda Jaya,Selangor,-,
31006,yes,TROPICANA MAKMUR CAHAYA SDN. BHD.,michelle@tropicanacorp.com.my,0376636888,"Unit 1301, Level 13, Tropicana Gardens Office Tower, No 2a, Persiaran Surian, Tropicana Indah, 47810, Petaling , Selangor","Unit 1301, Level 13,, Tropicana Gardens Office Tower,, No. 2a, Persiaran Surian, Tropicana Indah,, 47810, Petaling , Selangor",Aktif,2,31006-1,Breeze Hill,Pahang,-,
31007,yes,EXSIM KEBUN TEH SDN. BHD.,syazana.sahimi@exsim.my,0379631999,"D-35-01, Level 35, Exsim Tower, Millerz Square @ Old Klang Road, Megan Legasi, No. 357, Jalan Kelang Lama, 58000, Wp Kuala Lumpur","No. D-09-02, Level 9, Exsim Tower,, Millerz Square @ Old Klang Road,, Megan Legasi, No. 357, Jalan Kelang Lama,, 58000, Wp Kuala Lumpur",Aktif,1,31007-1,Residensi Kebun Teh (the Asteriaz @ Kebun Teh),Johor,-,
31008,yes,SMART ADVANCE RESOURCES SDN. BHD.,huiyin@platinumvictory.com,0340233666,"Lot 25067, Taman Melati Utama, Setapak, 53100, Wp Kuala Lumpur","C-6-12, Streetmall, One South, Jalan Os, Taman Serdang Perdana, Seksyen 6, 43300, Selangor",Aktif,1,31008-1,Residensi Platinum Melati,Wp Kuala Lumpur,-,
31009,no,,,,,,,,,,,,
31010,yes,HARTA JAYA DEVELOPMENT SDN. BHD.,hartajayadevsb@gmail.com,055470588,"No. 6a, Jalan Medan Ipoh 3, Bandar Baru Medan Ipoh, 31400, Perak","No. 3a, Laluan Pinji Seni 4, Taman Pinji Seni, 31650, Perak",Aktif,1,31010-1,Chemor Avenue,Perak,Kinta,
31011,no,,,,,,,,,,,,
31012,yes,MENAREZ DEVELOPMENT  SDN. BHD.,admin@binaharta.my,0364110491,"A-1-2, Block A, Plaza Arkadia, Jalan Residen 3, Desa Parkcity, 52200, Wp Kuala Lumpur","D-2-15, Pusat Komersial Jalan Kuching,, No. 115, Jalan Kepayang, Off Jalan Kuching, 51200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,31012-1,Residensi Jalinan Sentul,Wp Kuala Lumpur,-,
31013,no,,,,,,,,,,,,
31014,yes,INTAN PRIMA TOWNSHIP DEVELOPMENT SDN. BHD.,project.tiprima@intanprima.com.my,067953399,"Pt 2400, Jalan Bucida Hijauan 1, Taman Bucida Hijauan, 71800, Negeri Sembilan","Level 7, Mercu 3, No. 3, Jalan Bangsar, , Kl Eco City,, 59200, Wp Kuala Lumpur",Aktif,2,31014-1,Bandar Pr1ma Teluk Intan,Perak,Hilir Perak,
31015,yes,CONNOISSEUR PROPERTIES SDN. BHD.,letterbox@connoisseurgroup.com.my,6077072627,"Unit 23a-07, Pangsapuri Tenteram, Jalan Tenteram, 80300, Johor","Suite 5.11 & 5.12, 5th Floor, Menara Tjb,, No. 9, Jalan Syed Mohd. Mufti,, 80888, Johor",Aktif,1,31015-1,Residensi Bukit Meldrum,Johor,-,
31016,no,,,,,,,,,,,,
31017,no,,,,,,,,,,,,
31018,no,,,,,,,,,,,,
31019,yes,DIAMOND GARDEN CITY SDN. BHD.,cllim@nusalaguna.com,052200358,"No. 47 & 49 Lahat Mines 1, Bandar Lahat Mines, 31500, Perak","No.85 (2nd Floor), Jalan Bercham, Bandar Baru Tasek, 31400, Perak",Aktif,1,31019-1,Diamond Garden City,Perak,-,
31020,yes,IDAMAN URBAN DEVELOPMENT  SDN. BHD.,leongbelkron@gmail.com,052419988,"No. 118a & 120a,, Jalan Bahru,, Off Jalan Kampar,, 30250, Perak","47a Jalan Chung Ah Ming, Pasir Puteh, 31650, Perak",Aktif,2,31020-1,Taman Tanjung Cahaya,Perak,Kinta,
31021,no,,,,,,,,,,,,
31022,no,,,,,,,,,,,,
31023,yes,RST DEVELOPMENT SDN. BHD.,rstdevsb@gmail.com,0331804100,"55-1, Jalan Aman Sinaria 2, Bandar Tropicana Aman, 42500, Selangor","7a, Jalan Tapah, Off Jalan Goh Hock Huat, 41400, Selangor",Aktif,1,31023-1,"Taman Dato' Hormat 6, Kampung Sungai Kembong",Selangor,Klang,
31024,no,,,,,,,,,,,,
31025,no,,,,,,,,,,,,
31026,yes,EVERGREEN MANSION SDN. BHD.,evergreenmansionsb@gmail.com,0124687595,"Plot 62, Phase 4, Lorong Perusahaan Maju 3,, Prai Industrial Estate,, 13600, Pulau Pinang","182a, Jalan Raja Uda,, Pusat Perniagaan Raja Uda,, 12300, Pulau Pinang",Aktif,1,31026-1,Taman Fajar Permai,Pulau Pinang,-,
31027,yes,IQTISAD WORLD (M) SDN. BHD.,iqtisadworld@gmail.com,0376140198,"C-9-5, Block C, Setiawalk, Persiaran Wawasan, Pusat Bandar Puchong, 47160, Selangor","240a Jalan Bandar 13, Pusat Bandar Melawati, 53100, Wp Kuala Lumpur",Aktif,1,31027-1,Taman Langat Utama 2,Selangor,-,
31028,yes,SETIA GARDENS DEVELOPMENT SDN. BHD.,yoges8017@gmail.com,0379311888,"L11-01-02 & L11-03-3a, Level 11, Pjx Tower, No. 16a, Persiaran Barat, 46050, Selangor","No. 57-3, (3rd Floor), Jalan Metro Perdana Barat 1, , Taman Usahawan Kepong, Kepong Utara, 52100, Wp Kuala Lumpur",Aktif,2,31028-1,Taman Inang Sari,Selangor,Klang,
31029,yes,RIO CHERAS SOUTH  SDN. BHD.,greentargetholdings@gmail.com,0356300670,"No.11, Jalan Pjs 8/18 , Dataran Mentari, 46150, Petaling , Selangor","No. 57-3 ( 3rd Floor ) Jalan Metro, Perdana Barat 1, Taman Usahawan, Kepong, Kepong Utara, 52100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,31029-1,Residensi Rio Cheras Selatan,Selangor,Hulu Langat,
31030,no,,,,,,,,,,,,
31031,yes,PLAZA SENTOSA PROPERTIES SDN. BHD.,marketing@tslawland.com,0386842899,"Unit 18, 1st Floor, Block G, Plaza Sentosa, Jalan Sutera, Taman Sentosa, 80150, Johor","Lot 306, 3rd Floor, Tower 2,, Faber Towers, Jalan Desa Bahagia,, Taman Desa,, 58100, Wp Kuala Lumpur",Aktif,1,31031-1,Skyline One Sentosa,Johor,Johor Bahru,
31032,no,,,,,,,,,,,,
31033,yes,BANTING PROPERTY DEVELOPMENT SDN. BHD.,boonseong5253@gmail.com,0126720868,"Unit 13-1, Level 13 Port Tech Tower, Jalan Tiara 3, Bandar Baru Klang, 41150, Selangor","No. 63c, Jalan Ss25/2, Taman Bukit Emas, 47301, Selangor",Aktif,1,31033-1,Taman Kristal,Selangor,-,
31034,yes,SUNWAY MAJESTIC  SDN. BHD.,car_jb@sunway.com.my,075098800,"Level 9, Wisma Sunway Big Box, Persiaran Medini 5, Bandar Sunway Iskandar Puteri (sunway City Iskandar Puteri), 79250, Johor","Level 16, Menara Sunway,, Jalan Lagoon Timur,, Bandar Sunway,, 47500, Selangor",Aktif,1,31034-1,Soho Sunway Majestic,Johor,Johor Bahru,
31035,yes,CLEMENTI LAND SDN. BHD.,clementiland@gmail.com,069514884,"No. 1 (1st Floor), Lorong Wan Haji Ibrahim 1, Jalan Abdul Rahman, Pusat Perniagaan Abdul Rahman, 84000, Muar, Johor","No. 46 (1st Floor), Jalan Arab, 84000, Muar, Johor",Aktif,1,31035-1,Taman Sri Permai,Johor,-,
31036,yes,MESWARA REALTY HOLDINGS SDN. BHD.,office.meswara@gmail.com,60331914741,"No.22, Jalan Cermai, Taman Gembira, 42600, Selangor","No 18b Jalan Gelugor, Klang Financial Square, 41050, Selangor",Aktif,1,31036-1,Taman Masjid Tanah,Melaka,-,
31037,yes,NEXPIXEL SDN. BHD.,fm10@seripajam.com.my,067996222,"Pt 9889, Jalan Bbn 1/3j, Putra Point, Putra Nilai, 71800, Negeri Sembilan","Level 7, Mercu 3, No. 3, Jalan Bangsar,, Kl Eco City,, 59200, Wp Kuala Lumpur",Aktif,1,31037-1,Taman Sentul,Negeri Sembilan,Seremban,
31038,yes,ELEGANCE SONATA SDN. BHD.,josephinelim@gadang.com.my,0362796203,"Wisma Gadang, No. 52, Jalan Tago 2, Off Jalan Persiaran Utama, Sri Damansara, 52200, Wp Kuala Lumpur","Wisma Gadang, No. 52, Jalan Tago 2, Off Jalan Persiaran Utama, Sri Damansara, 52200, Wp Kuala Lumpur",Aktif,1,31038-1,Laman Waringin,Selangor,-,
31039,yes,DASAR AFDAL (PK) SDN. BHD.,dasarafdal_pk363@yahoo.com,052422722,"No. 3, Jalan Haji Eusoff, Housing Trust, 30250, Perak","No. 81 (2nd Floor), Jalan Market, 30000, Perak",Aktif,1,31039-1,Taman Kurnia Berkat,Perak,-,
31040,yes,SUDI BARU REALTY  SDN. BHD.,sudibarurealty@hotmail.com,044661230,"No. 10 Tingkat Atas, Jalan Jerai Maju 2, Taman Jerai Maju, 08300, Kedah","Level 1, 8a Jalan Tengah, 05100, Kedah",Aktif,1,31040-1,Taman Suria Perdana,Kedah,-,
31041,yes,KSL BESTARI SDN. BHD.,gt@ksl.my,079311430,"Wisma Ksl, No. 148, Batu 1 1/2,, Jalan Buloh Kasap,, 85000, Johor","A-3-55, Pusat Komersial Bayu Tasek,, Persiaran Southkey 1,, Kota Southkey,, 80150, Johor",Aktif,1,31041-1,Residensi Bestari,Selangor,-,
31042,yes,LKNP DEVELOPMENT  SDN. BHD.,lknpdevelopment@gmail.com,042250228,"No. 34, Jalan Sungai Ara 4, Sungai Ara, 11900, Daerah Barat Daya, Pulau Pinang","No. 188, Second Floor, Jalan Tembikai, Taman Padang Lallang,, 14000, Seberang Perai Tengah, Pulau Pinang",Aktif,1,31042-1,Ipil Permai 5,Pulau Pinang,-,
31043,no,,,,,,,,,,,,
31044,no,,,,,,,,,,,,
31045,no,,,,,,,,,,,,
31046,yes,MIZUMI MAXIM SDN. BHD.,maxim@maximglobal.com.my,0378865454,"No. 2d, Jalan Ss 6/6, Kelana Jaya, 47301, Petaling , Selangor","No. 2d, Jalan Ss 6/6, Kelana Jaya, 47301, Petaling , Selangor",Aktif,1,31046-1,Residensi Maxim D'parc,Wp Kuala Lumpur,-,
31047,yes,ECO GREEN PAVILION PROPERTIES  SDN. BHD.,ecogreenpavilionproperties@gmail.com,0389987728,"No.2a-2, Block 2, Jalan Jalil Jaya 2, Jalil Link, Jalan 1/55b, 57000, Wp Kuala Lumpur","B-9-7 (front Portion), Megan Avenue 1, No.189, Jalan Tun Razak, 50400, Wp Kuala Lumpur",Aktif,1,31047-1,Taman Sri Meranti,Selangor,-,
31048,no,,,,,,,,,,,,
31049,yes,HAVERSE QUEST SDN. BHD.,agnes.boon@haverse.my,076631333,"No.977, Jalan Muhibah 3, Taman Perindustrian Muhibah, 81400, Johor","No. 2-01, Jalan Bestari 6/2, Taman Nusa Bestari, 79150, Johor",Aktif,1,31049-1,Regent's Park,Johor,-,
31050,yes,CAHAYA TIMUR UTAMA SDN. BHD.,cahayatimur.sb888@gmail.com,097478888,"Pt 813, 1st Floor, Seksyen 27, Jalan Sri Cemerlang, 15350, Kelantan","Lot 577, Section 19, Taman Limau Manis, Jalan Hamzah, 15050, Kelantan",Aktif,1,31050-1,Taman Matrik,Kelantan,-,
31051,yes,ASPIRASI CEKAP SDN. BHD.,skyworldsandm@gmail.com,60342709968,"Level 8, Block B, Wisma Ntp World,, Excella Business Park, Jalan Ampang Putra,, Ampang,, 55100, Wp Kuala Lumpur","Unit 30-01, Level 30, Tower A,, Vertical Business Suite, Avenue 3,, Bangsar South, No. 8, Jalan Kerinchi,, 59200, Wp Kuala Lumpur",Aktif,1,31051-1,Residensi Awani Prima,Wp Kuala Lumpur,-,
31052,yes,MESMAJU DEVELOPMENT SDN. BHD.,csd@masjaya.com,0136879796,"Suite 9-7, Co-me Up, Bp Avenue, No.8, Jalan Abdul Rahman, Bandar Penggaram, 83000, Batu Pahat, Johor","Suite 9-5, Co-me Up, Bp Avenue,, No. 8, Jalan Abdul Rahman,, Bandar Penggaram,, 83000, Batu Pahat, Johor",Aktif,1,31052-1,Cassia Garden,Johor,Batu Pahat,
31053,yes,SKYWIZ REALTY SDN. BHD.,project@skywizgroup.com,062889138,"A-01-01, Menara The Wave, Jalan Klj 5, Kota Laksamana Jaya, 75200, Melaka","123b, Jalan 25, Taman Melaka Raya, 75000, Melaka",Aktif,2,31053-1,Taman Eco Seri,Melaka,Alor Gajah,
31054,yes,GREEN CAMOUR PROPERTY SDN. BHD.,greencamourproperty@gmail.com,043565860,"No 9-g, Lorong Setia Sentral 1, Pusat Perniagaan Setia Sentral , 14000, Pulau Pinang","No. 8, Lorong Pulau Tikus, 10350, Pulau Pinang",Aktif,1,31054-1,Pangsapuri Servis Visi,Pulau Pinang,Seberang Perai Selatan,
31055,no,,,,,,,,,,,,
31056,yes,KUKUH BINA DEVELOPMENT SDN. BHD.,kbina.dev@gmail.com,063121112,"No. 82, Jalan Cb 1, Taman Cheng Baru, 75250, Melaka Tengah, Melaka","No. 30-1, Jalan Rahmat 4,, Taman Malim Jaya,, 75250, Melaka Tengah, Melaka",Aktif,1,31056-1,Taman Cheng Murni,Melaka,-,
31057,yes,VIP WAVES SDN. BHD.,unitedestatesdnbhd@gmail.com,0132292887,"No. 1a, Jalan Greentown 4, Greentown Nova, 30450, Kinta, Perak","No. 30,, Medan Istana 1,, Bandar Ipoh Raya,, 30000, Kinta, Perak",Aktif,3,31057-1,Rimbayu Tanjung Rambutan,Perak,Kinta,
31058,yes,CHERITA DEVELOPMENT SDN. BHD.,joanne.loke@petersb.com.my,0377829988,"Level 3, Wisma Peter's, No. 1, Jalan Pjs 1/2, Taman Petaling Utama, 46150, Selangor","200,jalan Sultan Iskandar, 30000, Perak",Aktif,1,31058-1,Pangsapuri Servis Ceria,Selangor,-,
